caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The brown sphere is left the yellow sphere,The yellow sphere is left the brown sphere,left,sphere,brown,sphere,yellow,000781.png
The cyan sphere is left the gray sphere,The gray sphere is left the cyan sphere,left,sphere,cyan,sphere,gray,000784.png
The cyan sphere is left the gray sphere,The gray sphere is left the cyan sphere,left,sphere,cyan,sphere,gray,000785.png
The cyan sphere is left the green sphere,The green sphere is left the cyan sphere,left,sphere,cyan,sphere,green,000786.png
The cyan sphere is left the green sphere,The green sphere is left the cyan sphere,left,sphere,cyan,sphere,green,000787.png
The cyan sphere is left the purple sphere,The purple sphere is left the cyan sphere,left,sphere,cyan,sphere,purple,000789.png
The cyan sphere is left the purple sphere,The purple sphere is left the cyan sphere,left,sphere,cyan,sphere,purple,000790.png
The cyan sphere is left the red sphere,The red sphere is left the cyan sphere,left,sphere,cyan,sphere,red,000793.png
The cyan sphere is left the red sphere,The red sphere is left the cyan sphere,left,sphere,cyan,sphere,red,000794.png
The cyan sphere is left the yellow sphere,The yellow sphere is left the cyan sphere,left,sphere,cyan,sphere,yellow,000796.png
The cyan sphere is left the yellow sphere,The yellow sphere is left the cyan sphere,left,sphere,cyan,sphere,yellow,000797.png
The gray sphere is left the green sphere,The green sphere is left the gray sphere,left,sphere,gray,sphere,green,000798.png
The gray sphere is left the green sphere,The green sphere is left the gray sphere,left,sphere,gray,sphere,green,000800.png
The gray sphere is left the purple sphere,The purple sphere is left the gray sphere,left,sphere,gray,sphere,purple,000801.png
The gray sphere is left the purple sphere,The purple sphere is left the gray sphere,left,sphere,gray,sphere,purple,000802.png
The gray sphere is left the red sphere,The red sphere is left the gray sphere,left,sphere,gray,sphere,red,000805.png
The gray sphere is left the red sphere,The red sphere is left the gray sphere,left,sphere,gray,sphere,red,000806.png
The gray sphere is left the yellow sphere,The yellow sphere is left the gray sphere,left,sphere,gray,sphere,yellow,000807.png
The gray sphere is left the yellow sphere,The yellow sphere is left the gray sphere,left,sphere,gray,sphere,yellow,000809.png
The green sphere is left the purple sphere,The purple sphere is left the green sphere,left,sphere,green,sphere,purple,000811.png
The green sphere is left the purple sphere,The purple sphere is left the green sphere,left,sphere,green,sphere,purple,000812.png
The green sphere is left the red sphere,The red sphere is left the green sphere,left,sphere,green,sphere,red,000813.png
The green sphere is left the red sphere,The red sphere is left the green sphere,left,sphere,green,sphere,red,000815.png
The green sphere is left the yellow sphere,The yellow sphere is left the green sphere,left,sphere,green,sphere,yellow,000816.png
The green sphere is left the yellow sphere,The yellow sphere is left the green sphere,left,sphere,green,sphere,yellow,000818.png
The purple sphere is left the red sphere,The red sphere is left the purple sphere,left,sphere,purple,sphere,red,000820.png
The purple sphere is left the red sphere,The red sphere is left the purple sphere,left,sphere,purple,sphere,red,000821.png
The purple sphere is left the yellow sphere,The yellow sphere is left the purple sphere,left,sphere,purple,sphere,yellow,000822.png
The purple sphere is left the yellow sphere,The yellow sphere is left the purple sphere,left,sphere,purple,sphere,yellow,000823.png
The red sphere is left the yellow sphere,The yellow sphere is left the red sphere,left,sphere,red,sphere,yellow,000825.png
The red sphere is left the yellow sphere,The yellow sphere is left the red sphere,left,sphere,red,sphere,yellow,000826.png
The blue cone is right the brown cone,The brown cone is right the blue cone,right,cone,blue,cone,brown,001572.png
The blue cone is right the brown cone,The brown cone is right the blue cone,right,cone,blue,cone,brown,001573.png
The blue cone is right the cyan cone,The cyan cone is right the blue cone,right,cone,blue,cone,cyan,001576.png
The blue cone is right the cyan cone,The cyan cone is right the blue cone,right,cone,blue,cone,cyan,001577.png
The blue cone is right the gray cone,The gray cone is right the blue cone,right,cone,blue,cone,gray,001579.png
The blue cone is right the gray cone,The gray cone is right the blue cone,right,cone,blue,cone,gray,001580.png
The blue cone is right the green cone,The green cone is right the blue cone,right,cone,blue,cone,green,001582.png
The blue cone is right the green cone,The green cone is right the blue cone,right,cone,blue,cone,green,001583.png
The blue cone is right the purple cone,The purple cone is right the blue cone,right,cone,blue,cone,purple,001584.png
The blue cone is right the purple cone,The purple cone is right the blue cone,right,cone,blue,cone,purple,001586.png
The blue cone is right the red cone,The red cone is right the blue cone,right,cone,blue,cone,red,001588.png
The blue cone is right the red cone,The red cone is right the blue cone,right,cone,blue,cone,red,001589.png
The blue cone is right the yellow cone,The yellow cone is right the blue cone,right,cone,blue,cone,yellow,001590.png
The blue cone is right the yellow cone,The yellow cone is right the blue cone,right,cone,blue,cone,yellow,001591.png
The brown cone is right the cyan cone,The cyan cone is right the brown cone,right,cone,brown,cone,cyan,001593.png
The brown cone is right the cyan cone,The cyan cone is right the brown cone,right,cone,brown,cone,cyan,001594.png
The brown cone is right the gray cone,The gray cone is right the brown cone,right,cone,brown,cone,gray,001596.png
The brown cone is right the gray cone,The gray cone is right the brown cone,right,cone,brown,cone,gray,001597.png
The brown cone is right the green cone,The green cone is right the brown cone,right,cone,brown,cone,green,001600.png
The brown cone is right the green cone,The green cone is right the brown cone,right,cone,brown,cone,green,001601.png
The brown cone is right the purple cone,The purple cone is right the brown cone,right,cone,brown,cone,purple,001603.png
The brown cone is right the purple cone,The purple cone is right the brown cone,right,cone,brown,cone,purple,001604.png
The brown cone is right the red cone,The red cone is right the brown cone,right,cone,brown,cone,red,001605.png
The brown cone is right the red cone,The red cone is right the brown cone,right,cone,brown,cone,red,001606.png
The brown cone is right the yellow cone,The yellow cone is right the brown cone,right,cone,brown,cone,yellow,001609.png
The brown cone is right the yellow cone,The yellow cone is right the brown cone,right,cone,brown,cone,yellow,001610.png
The cyan cone is right the gray cone,The gray cone is right the cyan cone,right,cone,cyan,cone,gray,001611.png
The cyan cone is right the gray cone,The gray cone is right the cyan cone,right,cone,cyan,cone,gray,001613.png
The cyan cone is right the green cone,The green cone is right the cyan cone,right,cone,cyan,cone,green,001614.png
The cyan cone is right the green cone,The green cone is right the cyan cone,right,cone,cyan,cone,green,001615.png
The cyan cone is right the purple cone,The purple cone is right the cyan cone,right,cone,cyan,cone,purple,001618.png
The cyan cone is right the purple cone,The purple cone is right the cyan cone,right,cone,cyan,cone,purple,001619.png
The cyan cone is right the red cone,The red cone is right the cyan cone,right,cone,cyan,cone,red,001621.png
The cyan cone is right the red cone,The red cone is right the cyan cone,right,cone,cyan,cone,red,001622.png
The cyan cone is right the yellow cone,The yellow cone is right the cyan cone,right,cone,cyan,cone,yellow,001624.png
The cyan cone is right the yellow cone,The yellow cone is right the cyan cone,right,cone,cyan,cone,yellow,001625.png
The gray cone is right the green cone,The green cone is right the gray cone,right,cone,gray,cone,green,001627.png
The gray cone is right the green cone,The green cone is right the gray cone,right,cone,gray,cone,green,001628.png
The gray cone is right the purple cone,The purple cone is right the gray cone,right,cone,gray,cone,purple,001630.png
The gray cone is right the purple cone,The purple cone is right the gray cone,right,cone,gray,cone,purple,001631.png
The gray cone is right the red cone,The red cone is right the gray cone,right,cone,gray,cone,red,001632.png
The gray cone is right the red cone,The red cone is right the gray cone,right,cone,gray,cone,red,001633.png
The gray cone is right the yellow cone,The yellow cone is right the gray cone,right,cone,gray,cone,yellow,001635.png
The gray cone is right the yellow cone,The yellow cone is right the gray cone,right,cone,gray,cone,yellow,001637.png
The green cone is right the purple cone,The purple cone is right the green cone,right,cone,green,cone,purple,001638.png
The green cone is right the purple cone,The purple cone is right the green cone,right,cone,green,cone,purple,001639.png
The green cone is right the red cone,The red cone is right the green cone,right,cone,green,cone,red,001641.png
The green cone is right the red cone,The red cone is right the green cone,right,cone,green,cone,red,001642.png
The green cone is right the yellow cone,The yellow cone is right the green cone,right,cone,green,cone,yellow,001644.png
The green cone is right the yellow cone,The yellow cone is right the green cone,right,cone,green,cone,yellow,001645.png
The purple cone is right the red cone,The red cone is right the purple cone,right,cone,purple,cone,red,001648.png
The purple cone is right the red cone,The red cone is right the purple cone,right,cone,purple,cone,red,001649.png
The purple cone is right the yellow cone,The yellow cone is right the purple cone,right,cone,purple,cone,yellow,001651.png
The purple cone is right the yellow cone,The yellow cone is right the purple cone,right,cone,purple,cone,yellow,001652.png
The red cone is right the yellow cone,The yellow cone is right the red cone,right,cone,red,cone,yellow,001653.png
The red cone is right the yellow cone,The yellow cone is right the red cone,right,cone,red,cone,yellow,001654.png
The blue cylinder is right the blue cone,The blue cone is right the blue cylinder,right,cylinder,blue,cone,blue,001021.png
The blue cylinder is right the blue cone,The blue cone is right the blue cylinder,right,cylinder,blue,cone,blue,001022.png
The blue cylinder is right the brown cone,The brown cone is right the blue cylinder,right,cylinder,blue,cone,brown,001024.png
The blue cylinder is right the brown cone,The brown cone is right the blue cylinder,right,cylinder,blue,cone,brown,001025.png
The blue cylinder is right the cyan cone,The cyan cone is right the blue cylinder,right,cylinder,blue,cone,cyan,001026.png
The blue cylinder is right the cyan cone,The cyan cone is right the blue cylinder,right,cylinder,blue,cone,cyan,001027.png
The blue cylinder is right the gray cone,The gray cone is right the blue cylinder,right,cylinder,blue,cone,gray,001029.png
The blue cylinder is right the gray cone,The gray cone is right the blue cylinder,right,cylinder,blue,cone,gray,001030.png
The blue cylinder is right the green cone,The green cone is right the blue cylinder,right,cylinder,blue,cone,green,001032.png
The blue cylinder is right the green cone,The green cone is right the blue cylinder,right,cylinder,blue,cone,green,001033.png
The blue cylinder is right the purple cone,The purple cone is right the blue cylinder,right,cylinder,blue,cone,purple,001035.png
The blue cylinder is right the purple cone,The purple cone is right the blue cylinder,right,cylinder,blue,cone,purple,001036.png
The blue cylinder is right the red cone,The red cone is right the blue cylinder,right,cylinder,blue,cone,red,001039.png
The blue cylinder is right the red cone,The red cone is right the blue cylinder,right,cylinder,blue,cone,red,001040.png
The blue cylinder is right the yellow cone,The yellow cone is right the blue cylinder,right,cylinder,blue,cone,yellow,001041.png
The blue cylinder is right the yellow cone,The yellow cone is right the blue cylinder,right,cylinder,blue,cone,yellow,001042.png
The brown cylinder is right the blue cone,The blue cone is right the brown cylinder,right,cylinder,brown,cone,blue,001044.png
The brown cylinder is right the blue cone,The blue cone is right the brown cylinder,right,cylinder,brown,cone,blue,001045.png
The brown cylinder is right the brown cone,The brown cone is right the brown cylinder,right,cylinder,brown,cone,brown,001047.png
The brown cylinder is right the brown cone,The brown cone is right the brown cylinder,right,cylinder,brown,cone,brown,001048.png
The brown cylinder is right the cyan cone,The cyan cone is right the brown cylinder,right,cylinder,brown,cone,cyan,001050.png
The brown cylinder is right the cyan cone,The cyan cone is right the brown cylinder,right,cylinder,brown,cone,cyan,001051.png
The brown cylinder is right the gray cone,The gray cone is right the brown cylinder,right,cylinder,brown,cone,gray,001053.png
The brown cylinder is right the gray cone,The gray cone is right the brown cylinder,right,cylinder,brown,cone,gray,001054.png
The brown cylinder is right the green cone,The green cone is right the brown cylinder,right,cylinder,brown,cone,green,001056.png
The brown cylinder is right the green cone,The green cone is right the brown cylinder,right,cylinder,brown,cone,green,001058.png
The brown cylinder is right the purple cone,The purple cone is right the brown cylinder,right,cylinder,brown,cone,purple,001060.png
The brown cylinder is right the purple cone,The purple cone is right the brown cylinder,right,cylinder,brown,cone,purple,001061.png
The brown cylinder is right the red cone,The red cone is right the brown cylinder,right,cylinder,brown,cone,red,001062.png
The brown cylinder is right the red cone,The red cone is right the brown cylinder,right,cylinder,brown,cone,red,001064.png
The brown cylinder is right the yellow cone,The yellow cone is right the brown cylinder,right,cylinder,brown,cone,yellow,001066.png
The brown cylinder is right the yellow cone,The yellow cone is right the brown cylinder,right,cylinder,brown,cone,yellow,001067.png
The cyan cylinder is right the blue cone,The blue cone is right the cyan cylinder,right,cylinder,cyan,cone,blue,001069.png
The cyan cylinder is right the blue cone,The blue cone is right the cyan cylinder,right,cylinder,cyan,cone,blue,001070.png
The cyan cylinder is right the brown cone,The brown cone is right the cyan cylinder,right,cylinder,cyan,cone,brown,001072.png
The cyan cylinder is right the brown cone,The brown cone is right the cyan cylinder,right,cylinder,cyan,cone,brown,001073.png
The cyan cylinder is right the cyan cone,The cyan cone is right the cyan cylinder,right,cylinder,cyan,cone,cyan,001074.png
The cyan cylinder is right the cyan cone,The cyan cone is right the cyan cylinder,right,cylinder,cyan,cone,cyan,001075.png
The cyan cylinder is right the gray cone,The gray cone is right the cyan cylinder,right,cylinder,cyan,cone,gray,001077.png
The cyan cylinder is right the gray cone,The gray cone is right the cyan cylinder,right,cylinder,cyan,cone,gray,001079.png
The cyan cylinder is right the green cone,The green cone is right the cyan cylinder,right,cylinder,cyan,cone,green,001080.png
The cyan cylinder is right the green cone,The green cone is right the cyan cylinder,right,cylinder,cyan,cone,green,001082.png
The cyan cylinder is right the purple cone,The purple cone is right the cyan cylinder,right,cylinder,cyan,cone,purple,001083.png
The cyan cylinder is right the purple cone,The purple cone is right the cyan cylinder,right,cylinder,cyan,cone,purple,001084.png
The cyan cylinder is right the red cone,The red cone is right the cyan cylinder,right,cylinder,cyan,cone,red,001086.png
The cyan cylinder is right the red cone,The red cone is right the cyan cylinder,right,cylinder,cyan,cone,red,001088.png
The cyan cylinder is right the yellow cone,The yellow cone is right the cyan cylinder,right,cylinder,cyan,cone,yellow,001089.png
The cyan cylinder is right the yellow cone,The yellow cone is right the cyan cylinder,right,cylinder,cyan,cone,yellow,001091.png
The gray cylinder is right the blue cone,The blue cone is right the gray cylinder,right,cylinder,gray,cone,blue,001093.png
The gray cylinder is right the blue cone,The blue cone is right the gray cylinder,right,cylinder,gray,cone,blue,001094.png
The gray cylinder is right the brown cone,The brown cone is right the gray cylinder,right,cylinder,gray,cone,brown,001095.png
The gray cylinder is right the brown cone,The brown cone is right the gray cylinder,right,cylinder,gray,cone,brown,001096.png
The gray cylinder is right the cyan cone,The cyan cone is right the gray cylinder,right,cylinder,gray,cone,cyan,001098.png
The gray cylinder is right the cyan cone,The cyan cone is right the gray cylinder,right,cylinder,gray,cone,cyan,001100.png
The gray cylinder is right the gray cone,The gray cone is right the gray cylinder,right,cylinder,gray,cone,gray,001102.png
The gray cylinder is right the gray cone,The gray cone is right the gray cylinder,right,cylinder,gray,cone,gray,001103.png
The gray cylinder is right the green cone,The green cone is right the gray cylinder,right,cylinder,gray,cone,green,001104.png
The gray cylinder is right the green cone,The green cone is right the gray cylinder,right,cylinder,gray,cone,green,001105.png
The gray cylinder is right the purple cone,The purple cone is right the gray cylinder,right,cylinder,gray,cone,purple,001107.png
The gray cylinder is right the purple cone,The purple cone is right the gray cylinder,right,cylinder,gray,cone,purple,001108.png
The gray cylinder is right the red cone,The red cone is right the gray cylinder,right,cylinder,gray,cone,red,001111.png
The gray cylinder is right the red cone,The red cone is right the gray cylinder,right,cylinder,gray,cone,red,001112.png
The gray cylinder is right the yellow cone,The yellow cone is right the gray cylinder,right,cylinder,gray,cone,yellow,001114.png
The gray cylinder is right the yellow cone,The yellow cone is right the gray cylinder,right,cylinder,gray,cone,yellow,001115.png
The green cylinder is right the blue cone,The blue cone is right the green cylinder,right,cylinder,green,cone,blue,001117.png
The green cylinder is right the blue cone,The blue cone is right the green cylinder,right,cylinder,green,cone,blue,001118.png
The green cylinder is right the brown cone,The brown cone is right the green cylinder,right,cylinder,green,cone,brown,001120.png
The green cylinder is right the brown cone,The brown cone is right the green cylinder,right,cylinder,green,cone,brown,001121.png
The green cylinder is right the cyan cone,The cyan cone is right the green cylinder,right,cylinder,green,cone,cyan,001123.png
The green cylinder is right the cyan cone,The cyan cone is right the green cylinder,right,cylinder,green,cone,cyan,001124.png
The green cylinder is right the gray cone,The gray cone is right the green cylinder,right,cylinder,green,cone,gray,001125.png
The green cylinder is right the gray cone,The gray cone is right the green cylinder,right,cylinder,green,cone,gray,001126.png
The green cylinder is right the green cone,The green cone is right the green cylinder,right,cylinder,green,cone,green,001128.png
The green cylinder is right the green cone,The green cone is right the green cylinder,right,cylinder,green,cone,green,001130.png
The green cylinder is right the purple cone,The purple cone is right the green cylinder,right,cylinder,green,cone,purple,001131.png
The green cylinder is right the purple cone,The purple cone is right the green cylinder,right,cylinder,green,cone,purple,001132.png
The green cylinder is right the red cone,The red cone is right the green cylinder,right,cylinder,green,cone,red,001134.png
The green cylinder is right the red cone,The red cone is right the green cylinder,right,cylinder,green,cone,red,001135.png
The green cylinder is right the yellow cone,The yellow cone is right the green cylinder,right,cylinder,green,cone,yellow,001137.png
The green cylinder is right the yellow cone,The yellow cone is right the green cylinder,right,cylinder,green,cone,yellow,001139.png
The purple cylinder is right the blue cone,The blue cone is right the purple cylinder,right,cylinder,purple,cone,blue,001140.png
The purple cylinder is right the blue cone,The blue cone is right the purple cylinder,right,cylinder,purple,cone,blue,001142.png
The purple cylinder is right the brown cone,The brown cone is right the purple cylinder,right,cylinder,purple,cone,brown,001144.png
The purple cylinder is right the brown cone,The brown cone is right the purple cylinder,right,cylinder,purple,cone,brown,001145.png
The purple cylinder is right the cyan cone,The cyan cone is right the purple cylinder,right,cylinder,purple,cone,cyan,001147.png
The purple cylinder is right the cyan cone,The cyan cone is right the purple cylinder,right,cylinder,purple,cone,cyan,001148.png
The purple cylinder is right the gray cone,The gray cone is right the purple cylinder,right,cylinder,purple,cone,gray,001149.png
The purple cylinder is right the gray cone,The gray cone is right the purple cylinder,right,cylinder,purple,cone,gray,001151.png
The purple cylinder is right the green cone,The green cone is right the purple cylinder,right,cylinder,purple,cone,green,001153.png
The purple cylinder is right the green cone,The green cone is right the purple cylinder,right,cylinder,purple,cone,green,001154.png
The purple cylinder is right the purple cone,The purple cone is right the purple cylinder,right,cylinder,purple,cone,purple,001156.png
The purple cylinder is right the purple cone,The purple cone is right the purple cylinder,right,cylinder,purple,cone,purple,001157.png
The purple cylinder is right the red cone,The red cone is right the purple cylinder,right,cylinder,purple,cone,red,001159.png
The purple cylinder is right the red cone,The red cone is right the purple cylinder,right,cylinder,purple,cone,red,001160.png
The purple cylinder is right the yellow cone,The yellow cone is right the purple cylinder,right,cylinder,purple,cone,yellow,001161.png
The purple cylinder is right the yellow cone,The yellow cone is right the purple cylinder,right,cylinder,purple,cone,yellow,001162.png
The red cylinder is right the blue cone,The blue cone is right the red cylinder,right,cylinder,red,cone,blue,001164.png
The red cylinder is right the blue cone,The blue cone is right the red cylinder,right,cylinder,red,cone,blue,001166.png
The red cylinder is right the brown cone,The brown cone is right the red cylinder,right,cylinder,red,cone,brown,001167.png
The red cylinder is right the brown cone,The brown cone is right the red cylinder,right,cylinder,red,cone,brown,001168.png
The red cylinder is right the cyan cone,The cyan cone is right the red cylinder,right,cylinder,red,cone,cyan,001170.png
The red cylinder is right the cyan cone,The cyan cone is right the red cylinder,right,cylinder,red,cone,cyan,001172.png
The red cylinder is right the gray cone,The gray cone is right the red cylinder,right,cylinder,red,cone,gray,001174.png
The red cylinder is right the gray cone,The gray cone is right the red cylinder,right,cylinder,red,cone,gray,001175.png
The red cylinder is right the green cone,The green cone is right the red cylinder,right,cylinder,red,cone,green,001176.png
The red cylinder is right the green cone,The green cone is right the red cylinder,right,cylinder,red,cone,green,001178.png
The red cylinder is right the purple cone,The purple cone is right the red cylinder,right,cylinder,red,cone,purple,001180.png
The red cylinder is right the purple cone,The purple cone is right the red cylinder,right,cylinder,red,cone,purple,001181.png
The red cylinder is right the red cone,The red cone is right the red cylinder,right,cylinder,red,cone,red,001182.png
The red cylinder is right the red cone,The red cone is right the red cylinder,right,cylinder,red,cone,red,001183.png
The red cylinder is right the yellow cone,The yellow cone is right the red cylinder,right,cylinder,red,cone,yellow,001186.png
The red cylinder is right the yellow cone,The yellow cone is right the red cylinder,right,cylinder,red,cone,yellow,001187.png
The yellow cylinder is right the blue cone,The blue cone is right the yellow cylinder,right,cylinder,yellow,cone,blue,001188.png
The yellow cylinder is right the blue cone,The blue cone is right the yellow cylinder,right,cylinder,yellow,cone,blue,001190.png
The yellow cylinder is right the brown cone,The brown cone is right the yellow cylinder,right,cylinder,yellow,cone,brown,001191.png
The yellow cylinder is right the brown cone,The brown cone is right the yellow cylinder,right,cylinder,yellow,cone,brown,001192.png
The yellow cylinder is right the cyan cone,The cyan cone is right the yellow cylinder,right,cylinder,yellow,cone,cyan,001194.png
The yellow cylinder is right the cyan cone,The cyan cone is right the yellow cylinder,right,cylinder,yellow,cone,cyan,001196.png
The yellow cylinder is right the gray cone,The gray cone is right the yellow cylinder,right,cylinder,yellow,cone,gray,001197.png
The yellow cylinder is right the gray cone,The gray cone is right the yellow cylinder,right,cylinder,yellow,cone,gray,001199.png
The yellow cylinder is right the green cone,The green cone is right the yellow cylinder,right,cylinder,yellow,cone,green,001200.png
The yellow cylinder is right the green cone,The green cone is right the yellow cylinder,right,cylinder,yellow,cone,green,001202.png
The yellow cylinder is right the purple cone,The purple cone is right the yellow cylinder,right,cylinder,yellow,cone,purple,001203.png
The yellow cylinder is right the purple cone,The purple cone is right the yellow cylinder,right,cylinder,yellow,cone,purple,001204.png
The yellow cylinder is right the red cone,The red cone is right the yellow cylinder,right,cylinder,yellow,cone,red,001207.png
The yellow cylinder is right the red cone,The red cone is right the yellow cylinder,right,cylinder,yellow,cone,red,001208.png
The yellow cylinder is right the yellow cone,The yellow cone is right the yellow cylinder,right,cylinder,yellow,cone,yellow,001209.png
The yellow cylinder is right the yellow cone,The yellow cone is right the yellow cylinder,right,cylinder,yellow,cone,yellow,001211.png
The blue cylinder is right the brown cylinder,The brown cylinder is right the blue cylinder,right,cylinder,blue,cylinder,brown,001404.png
The blue cylinder is right the brown cylinder,The brown cylinder is right the blue cylinder,right,cylinder,blue,cylinder,brown,001405.png
The blue cylinder is right the cyan cylinder,The cyan cylinder is right the blue cylinder,right,cylinder,blue,cylinder,cyan,001407.png
The blue cylinder is right the cyan cylinder,The cyan cylinder is right the blue cylinder,right,cylinder,blue,cylinder,cyan,001409.png
The blue cylinder is right the gray cylinder,The gray cylinder is right the blue cylinder,right,cylinder,blue,cylinder,gray,001410.png
The blue cylinder is right the gray cylinder,The gray cylinder is right the blue cylinder,right,cylinder,blue,cylinder,gray,001412.png
The blue cylinder is right the green cylinder,The green cylinder is right the blue cylinder,right,cylinder,blue,cylinder,green,001414.png
The blue cylinder is right the green cylinder,The green cylinder is right the blue cylinder,right,cylinder,blue,cylinder,green,001415.png
The blue cylinder is right the purple cylinder,The purple cylinder is right the blue cylinder,right,cylinder,blue,cylinder,purple,001417.png
The blue cylinder is right the purple cylinder,The purple cylinder is right the blue cylinder,right,cylinder,blue,cylinder,purple,001418.png
The blue cylinder is right the red cylinder,The red cylinder is right the blue cylinder,right,cylinder,blue,cylinder,red,001419.png
The blue cylinder is right the red cylinder,The red cylinder is right the blue cylinder,right,cylinder,blue,cylinder,red,001420.png
The blue cylinder is right the yellow cylinder,The yellow cylinder is right the blue cylinder,right,cylinder,blue,cylinder,yellow,001422.png
The blue cylinder is right the yellow cylinder,The yellow cylinder is right the blue cylinder,right,cylinder,blue,cylinder,yellow,001424.png
The brown cylinder is right the cyan cylinder,The cyan cylinder is right the brown cylinder,right,cylinder,brown,cylinder,cyan,001426.png
The brown cylinder is right the cyan cylinder,The cyan cylinder is right the brown cylinder,right,cylinder,brown,cylinder,cyan,001427.png
The brown cylinder is right the gray cylinder,The gray cylinder is right the brown cylinder,right,cylinder,brown,cylinder,gray,001428.png
The brown cylinder is right the gray cylinder,The gray cylinder is right the brown cylinder,right,cylinder,brown,cylinder,gray,001430.png
The brown cylinder is right the green cylinder,The green cylinder is right the brown cylinder,right,cylinder,brown,cylinder,green,001431.png
The brown cylinder is right the green cylinder,The green cylinder is right the brown cylinder,right,cylinder,brown,cylinder,green,001433.png
The brown cylinder is right the purple cylinder,The purple cylinder is right the brown cylinder,right,cylinder,brown,cylinder,purple,001434.png
The brown cylinder is right the purple cylinder,The purple cylinder is right the brown cylinder,right,cylinder,brown,cylinder,purple,001436.png
The brown cylinder is right the red cylinder,The red cylinder is right the brown cylinder,right,cylinder,brown,cylinder,red,001437.png
The brown cylinder is right the red cylinder,The red cylinder is right the brown cylinder,right,cylinder,brown,cylinder,red,001438.png
The brown cylinder is right the yellow cylinder,The yellow cylinder is right the brown cylinder,right,cylinder,brown,cylinder,yellow,001441.png
The brown cylinder is right the yellow cylinder,The yellow cylinder is right the brown cylinder,right,cylinder,brown,cylinder,yellow,001442.png
The cyan cylinder is right the gray cylinder,The gray cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,gray,001443.png
The cyan cylinder is right the gray cylinder,The gray cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,gray,001445.png
The cyan cylinder is right the green cylinder,The green cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,green,001446.png
The cyan cylinder is right the green cylinder,The green cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,green,001448.png
The cyan cylinder is right the purple cylinder,The purple cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,purple,001449.png
The cyan cylinder is right the purple cylinder,The purple cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,purple,001450.png
The cyan cylinder is right the red cylinder,The red cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,red,001453.png
The cyan cylinder is right the red cylinder,The red cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,red,001454.png
The cyan cylinder is right the yellow cylinder,The yellow cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,yellow,001456.png
The cyan cylinder is right the yellow cylinder,The yellow cylinder is right the cyan cylinder,right,cylinder,cyan,cylinder,yellow,001457.png
The gray cylinder is right the green cylinder,The green cylinder is right the gray cylinder,right,cylinder,gray,cylinder,green,001458.png
The gray cylinder is right the green cylinder,The green cylinder is right the gray cylinder,right,cylinder,gray,cylinder,green,001460.png
The gray cylinder is right the purple cylinder,The purple cylinder is right the gray cylinder,right,cylinder,gray,cylinder,purple,001461.png
The gray cylinder is right the purple cylinder,The purple cylinder is right the gray cylinder,right,cylinder,gray,cylinder,purple,001463.png
The gray cylinder is right the red cylinder,The red cylinder is right the gray cylinder,right,cylinder,gray,cylinder,red,001464.png
The gray cylinder is right the red cylinder,The red cylinder is right the gray cylinder,right,cylinder,gray,cylinder,red,001465.png
The gray cylinder is right the yellow cylinder,The yellow cylinder is right the gray cylinder,right,cylinder,gray,cylinder,yellow,001467.png
The gray cylinder is right the yellow cylinder,The yellow cylinder is right the gray cylinder,right,cylinder,gray,cylinder,yellow,001469.png
The green cylinder is right the purple cylinder,The purple cylinder is right the green cylinder,right,cylinder,green,cylinder,purple,001470.png
The green cylinder is right the purple cylinder,The purple cylinder is right the green cylinder,right,cylinder,green,cylinder,purple,001471.png
The green cylinder is right the red cylinder,The red cylinder is right the green cylinder,right,cylinder,green,cylinder,red,001473.png
The green cylinder is right the red cylinder,The red cylinder is right the green cylinder,right,cylinder,green,cylinder,red,001475.png
The green cylinder is right the yellow cylinder,The yellow cylinder is right the green cylinder,right,cylinder,green,cylinder,yellow,001477.png
The green cylinder is right the yellow cylinder,The yellow cylinder is right the green cylinder,right,cylinder,green,cylinder,yellow,001478.png
The purple cylinder is right the red cylinder,The red cylinder is right the purple cylinder,right,cylinder,purple,cylinder,red,001480.png
The purple cylinder is right the red cylinder,The red cylinder is right the purple cylinder,right,cylinder,purple,cylinder,red,001481.png
The purple cylinder is right the yellow cylinder,The yellow cylinder is right the purple cylinder,right,cylinder,purple,cylinder,yellow,001482.png
The purple cylinder is right the yellow cylinder,The yellow cylinder is right the purple cylinder,right,cylinder,purple,cylinder,yellow,001483.png
The red cylinder is right the yellow cylinder,The yellow cylinder is right the red cylinder,right,cylinder,red,cylinder,yellow,001486.png
The red cylinder is right the yellow cylinder,The yellow cylinder is right the red cylinder,right,cylinder,red,cylinder,yellow,001487.png
The blue cylinder is right the blue sphere,The blue sphere is right the blue cylinder,right,cylinder,blue,sphere,blue,000828.png
The blue cylinder is right the blue sphere,The blue sphere is right the blue cylinder,right,cylinder,blue,sphere,blue,000829.png
